160	20	0
35	35	0
41	49	38
35	17	18
55	45	31
55	20	24
15	30	26
25	30	18
20	50	41
10	43	23
55	60	18
30	60	18
20	65	47
50	35	21
30	25	30
15	10	18
30	5	46
10	20	18
5	30	40
20	40	19
15	60	39
45	65	16
45	20	45
45	10	20
55	5	27
65	35	21
65	20	47
45	30	21
35	40	18
41	37	27
64	42	47
40	60	23
31	52	31
35	69	33
53	52	44
65	55	25
63	65	41
2	60	39
20	20	40
5	5	28
60	12	46
40	25	44
42	7	36
24	12	31
23	3	47
11	14	47
6	38	32
2	48	35
8	56	45
13	52	47
6	68	28
47	47	39
49	58	40
27	43	42
37	31	26
57	29	43
63	23	34
53	12	33
32	12	23
36	26	46
21	24	28
17	34	20
12	24	21
24	58	47
27	69	22
15	77	25
62	77	20
49	73	46
67	5	17
56	39	37
37	47	19
37	56	41
57	68	18
47	16	45
44	17	18
46	13	32
49	11	21
49	42	47
53	43	18
61	52	20
57	48	23
56	37	43
55	54	18
15	47	24
14	37	23
11	31	32
16	22	18
4	18	37
28	18	23
26	52	19
26	35	18
31	67	45
15	19	22
22	22	25
18	24	18
26	27	47
25	24	20
22	27	36
25	21	18
19	21	43
20	26	17
18	18	43
