160	37	0
40	40	0
22	22	86
36	26	46
21	45	139
45	35	65
55	20	36
33	34	39
50	50	143
55	45	41
26	59	51
40	66	33
55	65	138
35	51	22
62	35	102
62	57	29
62	24	118
21	36	25
33	44	135
9	56	26
62	48	82
66	14	37
44	13	143
26	13	25
11	28	35
7	43	44
17	64	124
41	46	24
55	34	50
35	16	47
52	26	84
43	26	24
31	76	100
22	53	47
26	29	31
50	40	24
55	50	133
54	10	42
60	15	52
47	66	25
30	60	143
30	50	33
12	17	96
15	14	27
16	19	126
21	48	20
50	30	126
51	42	31
50	15	86
48	21	28
12	38	141
15	56	35
29	39	32
54	38	49
55	57	143
67	41	41
10	70	55
6	25	73
65	27	135
40	60	49
70	64	101
64	4	98
36	6	121
30	20	60
20	30	131
15	5	121
50	70	105
57	72	72
45	42	143
38	33	138
50	4	89
66	8	87
59	5	139
35	60	143
27	24	74
40	20	103
40	37	124
