160	41	0
30	40	0
37	52	118
49	49	118
52	64	114
20	26	143
40	30	116
21	47	130
17	63	114
31	62	140
52	33	113
51	21	138
42	41	115
31	32	131
5	25	114
12	42	142
36	16	116
52	41	118
27	23	119
17	33	143
13	13	118
57	58	119
62	42	125
42	57	142
16	57	120
8	52	131
7	38	131
27	68	139
30	48	122
43	67	139
58	48	137
58	27	135
37	69	125
38	46	143
46	10	142
61	33	131
62	63	129
63	69	143
32	22	143
45	35	127
59	15	133
5	6	139
10	17	142
21	10	123
5	64	137
30	15	134
39	10	136
32	39	121
25	32	140
25	55	128
48	28	125
56	37	118
