160	23	0
40	40	0
22	22	27
36	26	37
21	45	24
45	35	76
55	20	17
33	34	62
50	50	22
55	45	64
26	59	21
40	66	77
55	65	21
35	51	46
62	35	27
62	57	79
62	24	20
21	36	21
33	44	30
9	56	67
62	48	20
66	14	37
44	13	32
26	13	46
11	28	20
7	43	61
17	64	31
41	46	19
55	34	20
35	16	76
52	26	28
43	26	38
31	76	20
22	53	79
26	29	24
50	40	59
55	50	22
54	10	68
60	15	17
47	66	72
30	60	23
30	50	47
12	17	23
15	14	79
16	19	26
21	48	19
50	30	34
51	42	79
50	15	29
48	21	39
12	38	46
15	56	74
29	39	33
54	38	61
55	57	59
67	41	67
10	70	38
6	25	75
65	27	70
40	60	59
70	64	45
64	4	79
36	6	78
30	20	51
20	30	52
15	5	77
50	70	79
57	72	44
45	42	61
38	33	68
50	4	73
66	8	37
59	5	69
35	60	57
27	24	58
40	20	32
40	37	75
